level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	55	1	1	6	210	1089	31	28	28.644371	trance
5	1	55	1	1	7	245	1089	10	28	57.666702	Nos
5	1	55	1	1	8	259	1089	41	28	12.557686	rachardees
5	1	55	1	1	9	306	1089	19	28	0.000000	yep
5	1	55	1	1	10	332	1089	10	28	63.656044	au
5	1	55	1	1	11	348	1089	17	28	44.106098	ga
5	1	55	1	1	12	369	1101	17	7	37.580509	ep
5	1	55	1	1	13	397	1089	8	28	49.985310	et
5	1	55	1	1	14	409	1089	38	28	39.431984	Sess
5	1	55	1	1	15	451	1089	21	28	50.244938	Acie
5	1	55	1	1	16	476	1089	15	28	26.129349	pce
5	1	55	1	1	17	495	1102	33	7	24.090561	ee
5	1	55	1	1	18	542	1101	28	8	41.999504	Br
5	1	55	1	1	19	574	1102	34	6	46.234596	Grn
5	1	55	1	1	20	616	1089	24	28	29.015587	pet
5	1	55	1	1	21	644	1089	41	28	60.558197	commands
5	1	55	1	1	22	689	1089	35	28	41.626526	pees
5	1	55	1	1	23	733	1089	22	28	51.671566	set
2	1	56	0	0	0	50	1113	592	10	-1	
3	1	56	1	0	0	50	1113	592	10	-1	
4	1	56	1	1	0	50	1113	592	10	-1	
5	1	56	1	1	1	50	1115	24	6	50.144062	es,
5	1	56	1	1	2	78	1103	13	28	60.965607	Sad
5	1	56	1	1	3	95	1103	24	28	16.055748	spc
5	1	56	1	1	4	130	1103	26	28	51.492836	ere
5	1	56	1	1	5	169	1103	27	28	36.362648	acres
5	1	56	1	1	6	200	1103	6	28	51.746029	de
5	1	56	1	1	7	209	1103	36	28	0.000000	orgece
5	1	56	1	1	8	249	1103	19	28	22.070732	Tip
5	1	56	1	1	9	276	1103	20	28	44.377193	ero
5	1	56	1	1	10	302	1103	43	28	45.185661	cameras,
5	1	56	1	1	11	351	1103	10	28	45.609314	de
5	1	56	1	1	12	368	1103	40	28	26.451248	casts
5	1	56	1	1	13	412	1103	17	28	52.333469	otal
5	1	56	1	1	14	433	1103	26	28	51.965183	se
5	1	56	1	1	15	466	1103	40	28	30.554634	caret
5	1	56	1	1	16	512	1103	41	28	48.675274	jets
5	1	56	1	1	17	561	1103	48	28	44.050274	Soke
5	1	56	1	1	18	610	1103	32	28	25.736305	Ee
2	1	57	0	0	0	796	1029	4	98	-1	
3	1	57	1	0	0	796	1029	4	98	-1	
4	1	57	1	1	0	796	1029	4	98	-1	
5	1	57	1	1	1	796	1029	4	98	95.000000	 
2	1	58	0	0	0	53	1115	746	19	-1	
3	1	58	1	0	0	53	1115	746	19	-1	
4	1	58	1	1	0	53	1115	746	19	-1	
5	1	58	1	1	1	53	1115	746	19	95.000000	 
2	1	59	0	0	0	46	1163	310	6	-1	
3	1	59	1	0	0	46	1163	310	6	-1	
4	1	59	1	1	0	46	1163	310	6	-1	
5	1	59	1	1	1	46	1163	310	6	95.000000	 
